id,prediction
v01_0082,W.B.A.R.R. 难道没有监狱？没有济贫院吗？
v01_0083,Δεν υπάρχουν φυλακές; Δεν υπάρχουν άσυλα;
v01_0084,"Welcome to my house. Enter freely, of your own will"
v01_0085,Bienvenido a mi casa. Entre por su propia voluntad.
v01_0086,上5己子、私①家。自由记入⇒~扮《机。
v01_0087,제 집에 오신 걸 환영합니다. 마음대로 들어오세요. MI
v01_0088,欢迎来到我家，请自由进入。
v01_0089,Καλώς ήρθες στο σπίτι μου. Πέρασε ελεύθερα.
v01_0090,"Public Domain Reel Listen to them, the children of the night."
v01_0091,"In the enemy's country— hopelessly lost, helplessly cold and horribly hungry. Escuche eso, los hijos de la noche."
v01_0092,夕亏之少夕刀一力个·修復版 聞己元百办八、苏机办夜刃子九古刃声龙。
v01_0093,저 소리 들려요?밤의 아이들이에요.
v01_0094,经典影像档案·修复版 听，那是黑夜之子的声音。
v01_0095,"Άκου, τα παιδιά της νύχτας."
v01_0096,"""Then the army, backed by our supply trains, will advance for a surprise attack on the rebels' left flank."" I never drink... wine."
v01_0097,"""Once our trains and troops cross that bridge, nothing on earth can stop us. 1 Yo nunca bebo...vino."
v01_0098,私仗7千之左…飲末本Wh龙。
v01_0099,저는 와인을마시지 않아요.
v01_0100,我从不喝….…酒。
v01_0101,Εγώ ποτέ δεν πίνω...κρασί.
v01_0102,The blood is the life.
v01_0103,Clasicos de Archivo ·restaurado La sangre es la vida.
v01_0104,八J少夕下×个>·J>版 血己子於命在h龙。
v01_0105,피가곧 생명이에요.
v01_0106,血就是生命。
v01_0107,Το αίμα είναι η ζωή.
v01_0108,Even a man who is pure of heart may fall to darkness.
v01_0109,Hasta un hombre puro puede caer en la oscuridad.
v01_0110,純粹太心D持古主下毛間仁落古百己上於扬百。
v01_0111,순수한 사람도 어둠에 빠질 수 있어요.
v01_0112,再纯洁的人也可能坠入黑暗。
v01_0113,Ακόμα κι ένας αγνός άνθρωπος μπορεί να πέσει στο σκοτάδι.
v01_0114,It was a dark and stormy night.
v01_0115,Era una noche oscura y tormentosa.
v01_0116,八→为夕下×個之.>版 暗<嵐刃夜龙⊃t。
v01_0117,"""We had better stay here until daybreak to see where we are. 어둡고 폭풍우 치는 밤이었어요."
v01_0118,"""It was so brave of you to risk your life, coming into the enemy's country, just to save me. 1 那是一个黑暗又多雷雨的夜晚。"
v01_0119,Ήταν μια σκοτεινή και θυελλώδης νύχτα.
v01_0120,"I have created a monster, and I cannot control it."
v01_0121,He creado un monstruo y ya no puedo controlarlo.
v01_0122,怪物左作L末龙、电与制御云吉太）。
v01_0123,"괴물을 만들었는데,이제 통제가 안 돼요."
v01_0124,我造出了一个怪物，如今已无法控制它。
v01_0125,Δημιούργησα ένα τέρας και δεν μπορώ πια να το ελέγξω.
v01_0126,"Beware, for Iam fearless, and therefore powerful."
v01_0127,"Cuidado, porque no tengo miedo, y eso mehace poderoso."
v01_0128,左计、私恐机在知5本）、龙力5強h龙
v01_0129,"USYRR 조심해요,저는 두려움이 없으니까요."
v01_0130,1.R. R 小心点，我天不怕地不怕， 所以才强大。
v01_0131," Πρόσεχε, δεν φοβάμαι τίποτα, γι' αυτό είμαι δυνατός."
v01_0132,There can be no life without pain.
v01_0133,No puede haber vida sin dolor.
v01_0134,"""I will get that spy before he reaches the Southern lines. You follow with the supply trains as planned."" 痛双①本人生本h了本W。"
v01_0135,공공 도메인 필름 사본 고통 없인 삶도 없어요.
v01_0136,W.&.A.R.R. 公共领域胶片·拷贝 没有痛苦，就没有真正的人生。
v01_0137,Δεν υπάρχει ζωή χωρίς πόνο.
v01_0138,Nothing is impossible if you set your mind to it.
v01_0139,Nada es imposible si te lo propones.
v01_0140,本気尼东机球不可能太h太W。
v01_0141,마음만 먹으면 불가능한 건 없어요.
v01_0142,只要下定决心，没有什么不可能。
v01_0143,Τίποτα δεν είναι αδύνατο αν το θέλεις πραγματικά.
v01_0144,The game is afoot.
v01_0145,W.B.A.R.R El juego ha comenzado.
v01_0146,夕亏沙少久卫一力方：修復版 勝負始末一龙。
v01_0147,3 A.R.R. 게임이 시작됐어요
v01_0148,游戏开始了。
v01_0149,Το παιχνίδι άρχισε.
v01_0150,"Elementary, my dear fellow."
v01_0151,"Elemental, querido amigo."
v01_0152,簡单太己上龙上、君。
v01_0153,"간단해요,친구."
v01_0154,经典影像档案·修复版 很简单，朋友。
v01_0155,"Απλό, φίλε μου."
v01_0156,"Public Domain Reel When you eliminate the impossible, what remains must be true."
v01_0157,"f Cuando eliminas lo imposible, lo que queda es la verdad."
v01_0158,U.S.M.R.R 不可能在除iT试、残3①苏真美龙。
v01_0159,아카이브클래식·복원판 불가능한 걸 지우면 남는 게 진실이에요.
v01_0160,排除掉不可能的，剩下的就是真相。
v01_0161,"Όταν αποκλείσεις το αδύνατο, ό,τι μένει είναι η αλήθεια."
v01_0162,Inever guess. It is a shocking habit.
v01_0163,Nunca adivino. Es un hábito terrible.
v01_0164,TEXAS U.S.MR.R. 私法推測L本W。云机味惠\癖龙。
v01_0165,5 저는 추측 안 해요 그건 나쁜 버릇이죠.
v01_0166,我从不猜测，那是个坏习惯。
v01_0167,"Ποτέ δεν μαντεύω, είναι κακή συνήθεια."
v01_0168,"Data, data, data! I cannot make bricks without clay."
v01_0169,"jDatos, datos, datos! No puedo trabajar sin ellos."
v01_0170,心少夕下×個之。之版 广一夕龙、广一夕办按机试何毛作机本W。
v01_0171,3 GENERAL 자료가 있어야 뭘 만들죠.
v01_0172,数据，数据，没有数据什么都做不出来。
v01_0173,"Στοιχεία, χρειάζομαι στοιχεία για να δουλέψω."
v01_0174,I have often been wrong before.
v01_0175,3 Antes también me he equivocado muchas veces.
v01_0176,W.B.A.R.R. 私毛以前法何度毛間達元九上。
v01_0177,06 5 공공도메인 필름 사본 저도 예전에 자주 틀렸어요.
v01_0178,我以前也常常犯错。
v01_0179,Αρχείο Ταινιών : αποκατάσταση Κι εγώ έχω κάνει λάθος πολλές φορές.
v01_0180,W.B. Time flies over us but leaves its shadow behind.
v01_0181,"Clasicos de Archivo · restaurado El tiempo pasa, pero deja su sombra."
v01_0182,時法流机专、影左残L了I<。
v01_0183,5 시간은 흘러가도 그림자를 남겨요.
v01_0184,经典影像档案· 修复版 时光流逝，却留下影子。
v01_0185,"Ο χρόνος περνά, μα αφήνει τη σκιά του."
v01_0186,W.B.A.R.R. A man's real possession is his memory
v01_0187,Bobina publica :copia #114 La verdadera posesión de un hombre es su memoria.
v01_0188,Al 人①本当①財産法記憶太h龙。
v01_0189,DV. HEADUARTERS 사람의 진짜 재산은 기억이에요
v01_0190,DIV. HEADQUARTERS 一个人真正的财富是记忆
v01_0191,OV. HEADQUARTERS Η αληθινή περιουσία ενός ανθρώπου είναι η μνήμη του.
v01_0192,The future is still in your hands.
v01_0193,El futuro todavía está en tus manos.
v01_0194,未来法末龙君①手0中苏3。
v01_0195,아카이브 클래식복원판 미래는 아직 당신 손에 있어요.
v01_0196,未来依然掌握在你手中。
v01_0197,Αρχείο Ταινιών · αποκατάσταση Το μέλλον είναι ακόμα στα χέρια σου.
v01_0198,"""That bridge is not burned enough to stop you, and my men will ford the riwchive Classics restored 2024 It is our choices that show who we truly are."
v01_0199,W.BA.R.R Son nuestras decisiones las que muéstran quiénes somos.
v01_0200,E3 選抿己子於z①人在表寸h龙。
v01_0201,선택이 그사람을 보여주는 거예요.
v01_0202,选择才真正显示一个人是谁。
v01_0203,Οι επιλογές μας δείχνουν ποιοι πραγματικά είμαστε.
v01_0204,"There's no place like home, is there?"
v01_0205,"No hay lugar como el hogar, ¿verdad?"
v01_0206,中试5家仁勝石場所法太\权。
v01_0207,아카이브 클래식·복원판 역시집만 한 곳이 없죠?
v01_0208,还是家里最好，不是吗？
v01_0209,"Γουθενά σαν το σπίτι, έτοι δεν είναι;"
v01_0210,Idon't know half of you half as well as I should like.
v01_0211,No los conocía ni la mitad de lo que debería.
v01_0212,君①己上左半分七分办7l\本办龙k。
v01_0213,당신을 절반도 제대로 몰랐네요.
v01_0214,我对你的了解还不到一半。
v01_0215,Αρχείο Τανιών - αποκατάσταση Δεν σε ήξερα ούτε στο μισό όσο έπρεπε.
v01_0216,"It's a dangerous business, going out your door."
v01_0217,Es peligroso salir por esa puerta.
v01_0218,o 八少少夕下×不少US版 扉左出3①I龙>乙危院太己上龙。
v01_0219,문을 나서는 건 늘 위험한 일이에요.
v02_0000,"""Not so fast, my young friend! No one can outrun their fate."" All we have to decide is what to do with the time given us."
v02_0001,"There was an estate agent named Énock, about whom all sorts of rumors circulated. The only thing for certaín was that he paíd hís people well. Bobina publica ·copia #114 Solo podemos decidir qué hacer con el tiempo que tenemos."
v02_0002,n30gx24eR AAOeoy-zvd 心才U义2.U版 力5机石①法、与兄昌机龙時間在兰与使与办龙计龙
v02_0003,우리가정할 수 있는 건 주어진 시간을 어떻게 쓰느냐예요
v02_0004,"""Count Orlok-His Grace .…from Transylvania.. wishes to purchase a nice house in our little town... 出门在外总是危险的。"
v02_0005,"""You might have to go to a bit of trouble... little sweat and maybe .....a little blood... Είναι επικίνδυνο να βγαίνεις απ' την πόρτα σου."
v02_0006,Not all who wander are lost.
v02_0007,No todo el que vaga está perdido.
v02_0008,古末上与者力为本迷T石扫心节本)。
v02_0009,"""Off with you! Have a good trip, my young friend...to the land of phantoms."" 떠도는 자가 다 길을 잃은 건 아니에요."
v02_0010,"""I must travel far, far away, to the land of thieves and phantoms.' 公共领域胶片·拷贝 们能决定的，只是如何使用被给予的时间"
v02_0011,Το μόνο που αποφασίζουμε είναι τι θα κάνουμε με τον χρόνο μας.
v02_0012,Even the smallest person can change the course of things.
v02_0013,Hasta la persona más pequeña puede cambiar el rumbo de las cosas.
v02_0014,Eh本C小志本者下毛流机左变元5机百。
v02_0015,"Chus £utter entrustes hís anxíous wífe to the care of his frienós, the wealthp shíp owner fbarSing ans hís sister. 아무리 작은 사람도 흐름을 바꿀 수 있어요."
v02_0016,流浪的人未必都迷了路。
v02_0017, Δεν χάνονται όλοι όσοι περιπλανιούνται
v02_0018,The night is dark and full of secrets.
v02_0019,"...and young hutter traveled down countless dusty roads, untif finally the Carpathíans gleamed above him. The horses pulled harder. La noche es oscura y está llena de secretos."
v02_0020,夜法暗<、 秘密仁满古T\3。
v02_0021,밤은 어둡고 비밀로 가득해요.
v02_0022,再渺小的人也能改变局势。
v02_0023,Ακόμα κι ο πιομικρός μπορεί ν' αλλάξει την πορεία των πραγμάτων.
v02_0024,"""You can'tgo any further tonight. The werewolf is roaming theforests.' Speak softly and carry a big stick."
v02_0025,Clasicos de Archivo  restaurado Habla con calma y actúa con firmeza.
v02_0026,静小仁話、大吉<行動心3。
v02_0027,조용히 말하고 크게 행동해요.
v02_0028,夜色深沉，藏着无数秘密。
v02_0029,amppres  errible Phantomes and the Seven Deadlp Sins Η νύχτα είναι σκοτεινή και γεμάτη μυστικά.
v02_0030,"From fbe e f Behal Sprang fhe Vamgpre Mesferatu mho fivetf ano fedtfß on human bloode. ThiS unfoly creature fivcf in ginigter caveS, tombeg and cofing ohich ar filld witß) curged dirf from fhe fieldS of Fortiúnefavorsthe bold."
v02_0031,La fortuna favorece a los valientes.
v02_0032,幸運侏勇者促味方寸石。
v02_0033,용기 있는 자에게 행운이 따라요.
v02_0034,Lerrible Phantomes and the Seven Deadly Sing 说话要轻，行动要有力。
v02_0035,"Αρχείο Ταινιών  αποκατάσταση Μίλα ήσυχα, δράσε δυνατά"
v02_0036,"Adventure is out there, waiting."
v02_0037,"La aventura está ahí afuera, esperando."
v02_0038,八少夕下×個：>版 冒唉法苏子己飞待⊃T八3。
v02_0039,"""Pay what you will, we stop here!"" 공공도메인필름사본 모험은 저 밖에서 기다리고 있어요."
v02_0040,"""We won'tgo! We've got a bad feeling about heading over the pass!"" 幸运总是眷顾勇敢的人。"
v02_0041,Αρχείο Ταινιών  αποκατάσταση Η τύχη ευνοεί τους τολμηρούς
v02_0042,As soon as sutter crossed the bridge he was seized by the eerie vísions he so often told me of... Some day you will be old enough to start reading fairy tales again.
v02_0043,Bobina publica· copia #114 Algún día tendrás edad para volver a leer cuentos de hadas
v02_0044,i⊃办末左、书上老話在誌葳污东k。
v02_0045,아카이브 클래식·복원판 언젠가 다시 동화를 읽을 나이가 될 거예요.
v02_0046,冒险就在外面等着呢。
v02_0047,Η περιπέτεια ππεριμένει εκεί έξω.
v02_0048,It always seems impossible until it's done.
v02_0049,Siempre parece imposible hasta que se logra.
v02_0050,終扫石末飞\⊃电不可能阮思元石毛①龙。
v02_0051,다 되고 나면 항상 쉬워 보이죠.
v02_0052,总有一天你会重新爱上童话。
v02_0053,SPICE Αρχείο Τανιών · αποκατάσταση Κάποια μέρα θα είσαι έτοιμος να διαβάσεις ξανά παραμύθια.
v02_0054,"Whatever you are, be a good one."
v02_0055,"Seas lo que seas, sé bueno en ello."
v02_0056,"""Can we not stay together a little while longer, my lovely man? It's still quite a long time until sunrise and I sleep by day, dear fellow...completely 亏久刀一力个7修復版 何本仁也khew毛ok太机。"
v02_0057,"뭐가 됐든,제대로 된 사람이 되세요."
v02_0058,公共领域胶片·拷贝 事情做成之前，总看起来不可能。
v02_0059,"Πάντα φαίνεται αδύνατο, μέχρι να γίνει."
v02_0060,The best way out is always through.
v02_0061,Clasicos de Archivo restaurado La mejor salida siempre es seguir adelante.
v02_0062,拔出寸一番①方法法、突老進己亡龙。
v02_0063,공공도메인필름사본 빠져나가는 가장 좋은 방법은 그냥 뚫고 가는 거예요.
v02_0064,My Tarling! Dearest?! Do not the houbled that your belored is foar aiday. 无论做什么，都要做到最好。
v02_0065,"The mosguitoes are a Terrible nuisance. Two just bit me on the neck, side by sie, guite close togethes.. Αρχείο Τανιών · αποκατάσταση Ό, τι κι αν είσαι, γίνε καλός σε αυτό."
v02_0066,"One Treams deeply in Ths desolate casle, bet don't let that frighten you. Archive Classics ·restored 2024 You see, but you do not observe"
v02_0067,"Usted ve, pero no observa."
v02_0068,見~t八百、觀察L~在)权。
v02_0069,공공도메인필름사본 보긴 하지만 관찰은 안 하는군요.
v02_0070,脱身的最好办法，就是一直往前走。
v02_0071,Αρχείο Ταινιών  αποκατάσταση Ο καλύτερος τρόπος να βγεις είναι να προχωρήσεις.
v02_0072,"ArchiveClassics ·restored 2024 It's quite simple, once you know how."
v02_0073,".(t night fat Same 'Nesferatu digs Big lamS into hiS victimg and Suckfes himSef on the elliSh efixir of fheir loode, Es bastante simple, una vez que sabes cómo."
v02_0074,enware that hiS Shadonm does not enguf you ike a daemonic nightmare. 少言元分力加机峨簡单志。
v02_0075,알고 나면 아주 간단한 거예요.
v02_0076,你只是看，却没有观察。
v02_0077,"Βλέπεις, αλλά δεν παρατηρείς."
v02_0078,"There's no use trying, that's impossible."
v02_0079,"No sirve de nada intentarlo, es imposible."
v02_0080,無肽龙上、子机法不可能起。
v02_0081,"그건 불가능해요, 소용없어요."
v02_0082,知道方法之后其实很简单。
v02_0083,"Είναι απλό, αρκεί να ξέρεις πώς"
v02_0084,Curiouser and curiouser!
v02_0085,The doctor described Elen's anxiety to me as some sort of unknown illness. But i know that on that night her soul heard the call of the deathbird. Nosferatu was already spreading his wings. – At dawn dutter set out to investigate the horyCadavéz másirarolights.
v02_0086,三三二 末寸末寸不思儀尼本2TW<！
v02_0087,아카이브클래식·복원판 점점 더 이상해지네!
v02_0088,别白费力气了，那不可能。
v02_0089,"Αρχείο Ταινιών · αποκατάσταση Δεν έχει νόημα, είναι αδύνατο."
v02_0090,Who in the world am I?
v02_0091,¿Quién demonios soy yo?
v02_0092,私法\⊃左谁本D？
v02_0093,공공 도메인 필름 사본 도대체 나는 누구지?
v02_0094,越来越奇怪了！
v02_0095,Όλο και πιο περίεργο!
v02_0096,We're all mad here.
v02_0097,"""He was brought to the hospital yesterday by farmers. They said he had fallen. He still has a fever... Aquí todos estamos locos."
v02_0098,d 已己飞陳孙h狂习乙百k。
v02_0099,"losferatu was coming. Danger was on its wap to wisborg. rofessor Bulver, a aracelsian, wjo was then investigating the secrets of nature anS its unifping principles, tolS me about it: Caskets filles with Sirt were foaSes onto the Souble=masteS schoone여긴다미졌어요"
v02_0100,我到底是谁？
v02_0101,Ποια είμαι επιτέλους εγώ;
v02_0102,Public Domain Reel It is a truth universally acknowledged.
v02_0103,Es una verdad reconocida por todos.
v02_0104,机法锥毛力认妙真寒龙。
v02_0105,I shoulS note that in those Saps rofessor Bulmer was teaching hís stuSents about the SreaSful methoSs of carnívorous plants. One víeweS wíth horror the mpsterious morkings of nature. 아카이브 클래식·복원판 그건 누구나 아는 진실이죠.
v02_0106,公共领域胶片”·拷贝 这里的人都疯了
v02_0107,Εδώ όλοι είναι τρελοί.
v02_0108,"As the predator Nosferatu approached, it seems that the estate agent, knock, had already begun to fall under his spell. I could not tell you what I really think."
v02_0109,“The patient who was admitted yesterday has gone stark raving mad... No podría decirte lo que realmente pienso.
v02_0110,本当D気持古言葉飞老本)。
v02_0111,아카이브클래식·복원판 내 진심은 말로 다 못해요.
v02_0112,这是人人都承认的真理。
v02_0113,Αρχείο Ταινιών · αποκατάσταση Είναι μια αλήθεια που όλοι αποδέχονται.
v02_0114,Vanity and pride are different things.
v02_0115,La vanidad y el orgullo son cosas distintas.
v02_0116,EMen was often spotted on the beach in the solitude of the dunes. Ñer epes scanned the waves and the horízon as she pined for her beloved. 虚米心七才个别物龙k。
v02_0117,허영이랑 자존심은 다른 거예요.
v02_0118,我说不出自己真正的想法。
v02_0119,Αρχείο Ταινιών · αποκατάσταση Δεν μπορώ να πω τ1 τπραγματικά σκέφτομαι.
v02_0120,I have been in a dream all afternoon.
v02_0121,He estado como en un sueño toda la tarde.
v02_0122,"The morgicibes are a Ternfle nisance. Tvo just bit me on the neck, side by ide, guite close toethes. 八JUy分下XT2.U>版 午後C中与夢0中忙啦双龙W。"
v02_0123,오후 내내 꿈속에 있었던 것 같아요.
v02_0124,公共领域胶片·拷贝 虚荣和自尊是两回事。
v02_0125,Η ματαιοδοξία κ η υπερηφάνεια είναι διαφορετικά πράγματα.
v02_0126,"It was the best of times, it was the worst of times."
v02_0127,"Era el mejor de los tiempos, era el peor de los tiempos."
v02_0128,最良刃時代飞扬D、最恶刃時代飞毛⊃t。
v02_0129,"lague Al plague epidemic hag broken out in Lransplvania and in the Black $ea ports of Varna and Balas. agses of poung people are Oying. All bictims appear to have the same gtrange wounos on their necks, the origin of which is gtill a mpgtery to doctors. Lhe ardanelles have been cloged to all ships gugpecteo of carrying 최고의 시절이자, 최악의 시절이었죠 d1tp"
v02_0130,"非lague A plague epidemic has braken aut ia Transylvaaia and in the Black Sea paris al Varna and Balaz. Mlasses af young peaple are dying.All victims appear ta have the same strange fwounds an their necks, the arigia af fohich is still a mystery la dactars. The Dardanelles have beea clased la all ships suspected af carrying the 整个下午我都像在做梦。"
v02_0131,Ήμουν σαν σε όνειρο όλο το απόγευμα.
v02_0132,"God bless us, every one."
v02_0133,Que Dios nos bendiga a todos.
v02_0134,孙h在仁神刃祝福在。
v02_0135,모두에게 신의 축복이 있기를.
v02_0136,那是最好的时代，也是最坏的时代。
v02_0137,"Ήταν η καλύτερη εποχή, ήταν η χειρότερη εποχή."
v02_0138,"it spread lke a scourge through the ship. The first sailor that was infected pulled the whole crew down into a dark, watery grave. By the light of the sinkíng sun, the captaín and first mate saíd goodbye to the last of theír comrades. I will honor Christmas in my heart."
v02_0139,Guardaré la Navidad en mi corazón.
v02_0140,心0中飞久J又叉又在大切尼寸石上。
v02_0141,마음속으로 크리스마스를 기억할게요.
v02_0142,愿上帝保佑我们每一个人。
v02_0143,Ο Θεός να μας ευλογεί όλους.
v02_0144,Are there no prisons? No workhouses?
v02_0145,¿No hay cárceles? ¿No hay asilos?
v02_0146,夕亏少夕刀一力个7.修復版 刑務所毛救賀院毛本vD办?
v02_0147,감옥도 없나요?구빈원도 없어요?
v02_0148,经典影像档案·修复版 我会把圣诞节永远放在心里。
v02_0149,Θα κρατήσω τα Χριστούγεννα στην καρδιά μου.
v02_0150,"国 Welcome to my house. Enter freely, of your own will"
v02_0151,"""I must go to him. He's coming!!"" Bienvenido a mi casa. Entre por su propia voluntad."
v02_0152,夕与少夕刀一力千才。修復版 上三己子、私刃家入。自由汇入T书<机。
v02_0153,제 집에 오신 걸 환영합니다.마음대로 들어오세요.
v02_0154,难道没有监狱？没有济贫院吗？
v02_0155,Δεν υπάρχουν φυλακές; Δεν υπάρχουν άσυλα;
v02_0156,"Public Domain Reel Listen to them, the children of the night."
v02_0157,"Escuche eso, los hijos de la noche."
v02_0158,聞己元办ù、机夜①子龙专①声龙。
v02_0159,저 소리 들려요?밤의 아이들이에요.
v02_0160,I have wondered for a long time why it was saíd that Mosferatu took hís coffins with him filled with dirt. I have surmísed that vampíres can only draw their shadowy strength from the cursed earth) in which they were buried. 欢迎来到我家，请自由进入。
v02_0161,Καλώς ήρθες στο σπίτι μου. Πέρασε ελεύθερα.
v02_0162,Archive Classics · restored 2024 I never drink... wine.
v02_0163,Yo nunca bebo... vino.
v02_0164,夕亏少夕刀一力个方修復版 私法口个沙左飲末h龙。
v02_0165,저는 와인을마시지 않아요.
v02_0166,听，那是黑夜之子的声音。
v02_0167,"Άκου, τα παιδιά της νύχτας."
v02_0168,Film Vault · print #114 The blood is the life.
v02_0169,La sangre es la vida.
v02_0170,血己於命态h龙。
v02_0171,피가 곧 생명이에요.
v02_0172,我从不喝……酒。
v02_0173,Εγώ ποτέ δεν πίνω.. κραοί.
v02_0174,Even a man who is pure of heart may fall to darkness.
v02_0175,Clasicos de Archivo  restaurado Hasta un hombre puro puede caer en la oscuridad.
v02_0176,純粹太心D持右主飞屯間促落右石己上办扬石。
v02_0177,순수한 사람도 어둠에 빠질 수 있어요.
v02_0178,"yeoge ornieng Porie a s3  xin Madroyfe om tinber axkroukl EinC. SSW. lhiwriufhiny, NO. Pide oy 4h Ciit NErved wpvud iwwa. fiv inbekougeto Ma agis Day 3：14 公共领域胶片tal转贝 nonsense. Claims an 血就是生命o's below deck. hlinwrubdunsy NO."
v02_0179,Sivb:50 Minribtce NO. Zabutow Eery 2.Iuli Portan ir Sebi ftorn faLyaslerfx Heading: SE. Wind direction: NE. Day 10: 22 July Rats in τίματείνι ηζωήοf plague.
v02_0180,It was a dark and stormy night.
v02_0181,Era una noche oscura y tormentosa.
v02_0182,夕亏少少刀一加.修復版 暗<嵐刃夜尤起。
v02_0183,어둡고 폭풍우 치는 밤이었어요.
v02_0184,再纯洁的人也可能坠入黑暗。
v02_0185,Ακόμα κι ένας αγνός άνθρωπος μπορεί να πέσει οτο σκοτάδι.
v02_0186,"Public Domain Reel I have created a monster, and I cannot control it."
